HIP,n_HD,HD,DM,GC,HR,RAJ2000,DEJ2000,Vmag_viz,Fl,Bayer,Cst,SimbadName,RAhms,DEdms,Vmag_hip,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA_icrs,_DE_icrs,distance,x,y,z
63, ,224801,BD+44  4538 ,33298.0,9080.0,0.1817499999999999,45.25333333333333,6.36,,CG,And,HD 224801,00 00 43.62,+45 15 12.0,6.36,0.1817495,45.25333305,4.81,17.38,0.22,0.71,-0.047,P,0.18180951,45.25333358,207.9002079002079,147.65545925855707,0.46838475646687244,146.35621753726136
88, ,224834,CD-49 14316 ,33305.0,9081.0,0.2691666666666666,-48.809861111111104,5.71,,tau,Phe,HD 224834,00 01 04.60,-48 48 35.5,5.71,0.26915958,-48.80985919,5.97,-17.92,-6.75,0.7,0.911, ,0.26909344,-48.8098756,167.50418760469012,-126.05024455672793,-0.5921688132762398,110.31154993196716
122, ,224889,CP-77  1596 ,33321.0,9084.0,0.3993749999999999,-77.06530555555554,4.78,,the,Oct,HD 224889,00 01 35.85,-77 03 55.1,4.78,0.39937928,-77.06529438,14.77,-56.52,-176.95,0.47,1.254, ,0.39876554,-77.06572447,67.70480704129993,-65.98525074867347,-0.4599516150857392,15.155065973004719
145, ,224926,BD-03  5749 ,33327.0,9087.0,0.4559999999999999,-3.027472222222222,5.13,29.0, ,Psc,HD 224926,00 01 49.44,-03 01 38.9,5.13,0.45598912,-3.02747891,7.98,18.9,-10.25,0.71,-0.128, ,0.45603512,-3.02750382,125.31328320802004,-6.618183103748575,-0.05267325519006406,125.13838670171067
154, ,224935,BD-06  6345 ,33330.0,9089.0,0.4899583333333333,-6.013972222222222,4.37,30.0, ,Psc,HD 224935,00 01 57.59,-06 00 50.3,4.37,0.48996506,-6.01397169,7.86,46.62,-41.32,0.94,1.631, ,0.490079,-6.01407212,127.22646310432569,-13.329154556266335,-0.11398552564365241,126.52625640613671
171, ,224930,BD+26  4734 ,33334.0,9088.0,0.5402083333333333,27.084499999999995,5.8,85.0, ,Peg,HD 224930,00 02 09.65,+27 05 04.2,5.8,0.54018776,27.08448905,80.63,778.59,-918.72,3.03,0.69, ,0.54231321,27.08225603,12.402331638348011,5.6465810225964095,0.05323988151907514,11.04224245060024
183, ,224990,CD-30 19790 ,33337.0,9091.0,0.5829583333333332,-29.72044444444444,5.04,,zet,Scl,HD 224990,00 02 19.91,-29 43 13.6,5.04,0.58297574,-29.72044805,6.4,9.66,14.0,0.87,-0.15, ,0.58300278,-29.72041402,156.25,-77.4598317793763,-0.7881455332387304,135.6960419000096
186, ,224995,BD+08  5164 ,33340.0,9092.0,0.6007083333333333,8.956833333333332,6.33,31.0, ,Psc,HD 224995,00 02 24.17,+08 57 24.6,6.33,0.60069792,8.9568336,7.55,-0.87,-4.11,0.82,0.182, ,0.60069578,8.95682361,132.45033112582783,20.620097893737093,0.21619600286625054,130.83522093642247
194, ,225003,BD+07  5121 ,33341.0,9093.0,0.6239999999999999,8.485583333333333,5.7,32.0,c,Psc,HD 225003,00 02 29.76,+08 29 08.1,5.7,0.62398938,8.48557854,26.53,-93.55,-47.5,0.77,0.315, ,0.62375948,8.48546309,37.69317753486619,5.561696227587465,0.06057401949644148,37.28055121018388
301, ,225132,BD-18  6417 ,23.0,9098.0,0.934875,-17.33597222222222,4.55,2.0, ,Cet,HD 225132,00 03 44.37,-17 20 09.5,4.55,0.93488487,-17.33597002,14.31,28.57,-7.28,0.92,-0.047, ,0.93495762,-17.33598771,69.88120195667365,-20.820026697952603,-0.3397431737378172,66.70677214332777
330, ,225180,BD+61  2586 ,30.0,9100.0,1.0569166666666665,62.28766666666666,5.9,9.0, ,Cas,HD 225180,00 04 13.66,+62 17 15.6,5.9,1.05693212,62.2876646,0.89,-0.99,-0.37,0.58,0.274, ,1.05692695,62.2876637,1123.5955056179776,994.5426124788916,18.3480863030214,522.508564463394
355, ,225212,BD-11  6194 ,36.0,9103.0,1.1254999999999995,-10.5095,4.99,3.0, ,Cet,HD 225212,00 04 30.12,-10 30 34.2,4.99,1.1255098,-10.50949443,2.03,-6.49,-11.88,0.93,1.619, ,1.12549376,-10.5095233,492.61083743842374,-89.8341687233197,-1.7649007448766894,484.34713214484503
443, ,28,BD-06  6357 ,59.0,3.0,1.3339583333333331,-5.707833333333332,4.61,33.0, ,Psc,HD     28,00 05 20.15,-05 42 28.2,4.61,1.33394073,-5.70783255,25.38,-8.29,88.19,1.05,1.029, ,1.33392048,-5.7076182,39.40110323089046,-3.9176058510798923,-0.09122604593140281,39.20575184861802
476, ,87,BD+12  5063 ,75.0,4.0,1.4247499999999995,13.396277777777776,5.55,86.0, ,Peg,HD     87,00 05 41.94,+13 23 46.6,5.55,1.42473238,13.39628227,8.75,42.59,-6.51,0.8,0.901, ,1.42483879,13.39626645,114.28571428571428,26.470066233007827,0.6583556833090655,111.17610647621345
531, ,144,BD+63  2107 ,94.0,7.0,1.6105416666666663,64.19616666666666,5.57,10.0, ,Cas,HD    144,00 06 26.53,+64 11 46.2,5.57,1.61052855,64.19616859,3.32,9.7,0.01,0.54,-0.023, ,1.61058271,64.19616861,301.2048192771084,271.0644581189513,7.621427339362021,131.1118474652298
635, ,315,BD-03     2 ,114.0,11.0,1.93375,-2.548694444444444,6.43,4.0, ,Cet,HD    315,00 07 44.10,-02 32 55.3,6.43,1.93373158,-2.54868621,6.69,30.12,2.77,0.92,-0.146, ,1.93380486,-2.54867948,149.47683109118086,-6.64321625972541,-0.2242957413236108,149.3289670566577
664, ,352,BD-03     3 ,124.0,14.0,2.050375,-2.447694444444444,6.18,5.0, ,Cet,HD    352,00 08 12.09,-02 26 51.7,6.18,2.05038298,-2.44769895,3.25,7.25,-4.87,0.96,1.366, ,2.05040062,-2.44771079,307.6923076923077,-13.132304909499732,-0.4701506791897927,307.4115771065243
677,X,358,BD+28     4 ,127.0,15.0,2.0965416666666665,29.09083333333333,2.07,21.0,alf,And,HD    358,00 08 23.17,+29 05 27.0,2.07,2.09653333,29.09082805,33.6,135.68,-162.95,0.73,-0.038,P,2.09691071,29.09043199,29.76190476190476,14.460420332730356,0.5293655500931876,26.007441069275195
729, ,448,BD+17     7 ,144.0,22.0,2.2597499999999995,18.212027777777774,5.57,87.0, ,Peg,HD    448,00 09 02.34,+18 12 43.3,5.57,2.2597423,18.21202529,11.17,140.93,-25.57,0.72,1.043, ,2.2601029,18.21196314,89.52551477170994,27.958038380925483,1.1032393042610076,85.04086516533029
746,M,432,BD+58     3 ,147.0,21.0,2.292041666666666,59.15022222222221,2.28,11.0,bet,Cas,HD    432,00 09 10.09,+59 09 00.8,2.28,2.29204036,59.15021814,59.89,523.39,-180.42,0.56,0.38,P,2.29452113,59.1497796,16.69727834362999,14.323390728931175,0.5732940943038034,8.562179395017361
761, ,493,CD-28    16 ,155.0,24.0,2.337583333333333,-27.987916666666663,5.42,,kap01,Scl,HD    493,00 09 21.02,-27 59 16.5,5.42,2.3375862,-27.9879039,14.57,72.57,-9.99,1.34,0.414, ,2.33778595,-27.98792818,68.63417982155113,-32.18221213885069,-1.3137157920722862,60.607177895400206
765, ,496,CD-46    18 ,158.0,25.0,2.35225,-45.74699999999999,3.88,,eps,Phe,HD    496,00 09 24.54,-45 44 49.2,3.88,2.35224949,-45.74698836,23.28,122.15,-180.13,0.98,1.013, ,2.35267495,-45.74742618,42.955326460481096,-30.74148918166616,-1.2627862365319167,29.975428022646074
813, ,560,BD+10     8 ,167.0,26.0,2.509083333333333,11.145805555555556,5.54,34.0, ,Psc,HD    560,00 10 02.18,+11 08 44.9,5.54,2.50910252,11.14580908,10.04,29.73,1.64,0.86,-0.064, ,2.50917617,11.14581307,99.60159362549803,19.235167621148843,0.8428808190578575,97.72295191637438
814, ,636,CP-82     4 ,173.0,30.0,2.509458333333333,-82.22399999999999,5.29,,gam03,Oct,HD    636,00 10 02.27,-82 13 26.4,5.29,2.50945435,-82.22399743,13.45,-21.66,-20.39,0.5,1.049, ,2.50906524,-82.22404699,74.34944237918215,-73.59512472855106,-3.225404800251778,10.05952097064539
841, ,571,BD+45    17 ,169.0,27.0,2.5801666666666665,46.07227777777777,5.01,22.0, ,And,HD    571,00 10 19.24,+46 04 20.2,5.01,2.58017518,46.07227117,3.24,4.51,0.21,0.68,0.405, ,2.58019098,46.07227168,308.641975308642,222.06339000310808,10.006813444701928,214.12048810758586
910,X,693,BD-16    17 ,190.0,33.0,2.8162916666666664,-15.46733333333333,4.89,6.0, ,Cet,HD    693,00 11 15.91,-15 28 02.4,4.89,2.81628415,-15.46732287,52.94,-84.2,-269.31,0.77,0.487, ,2.81607181,-15.46797744,18.889308651303363,-5.0314851245582695,-0.24751478745065092,18.20518813952622
930, ,720,CD-28    26 ,197.0,34.0,2.893416666666666,-27.799777777777773,5.41,,kap02,Scl,HD    720,00 11 34.42,-27 47 59.2,5.41,2.8934043,-27.7997782,5.61,4.61,17.09,0.92,1.346, ,2.89341697,-27.79973666,178.25311942959001,-83.02827936986095,-4.196466741105741,157.679640658364
950, ,739,CD-35    42 ,202.0,35.0,2.932875,-35.13338888888888,5.24,,the,Scl,HD    739,00 11 43.89,-35 08 00.2,5.24,2.93286698,-35.13339606,45.85,169.01,113.75,0.66,0.459, ,2.93336928,-35.13311958,21.810250817884405,-12.534964902672169,-0.64220487035228,17.83673929092142
1067,M,886,BD+14    14 ,238.0,39.0,3.308958333333333,15.183611111111109,2.83,88.0,gam,Peg,HD    886,00 13 14.15,+15 11 01.0,2.83,3.30895828,15.18361593,9.79,4.7,-8.24,0.81,-0.19, ,3.30897012,15.1835959,102.1450459652707,26.708526459324798,1.544193809936013,98.57931068482964
1086, ,905,BD+40    29 ,244.0,41.0,3.378916666666666,41.03572222222222,5.71,23.0, ,And,HD    905,00 13 30.94,+41 02 08.6,5.71,3.37889713,41.03572671,28.57,-122.76,-146.91,0.74,0.331,P,3.37850157,41.03536964,35.00175008750438,22.93973114909043,1.3544003281004384,26.40183409816076
1168, ,1013,BD+19    27 ,270.0,45.0,3.650458333333333,20.20669444444444,4.79,89.0,chi,Peg,HD   1013,00 14 36.11,+20 12 24.1,4.79,3.65045047,20.2066972,10.01,90.66,1.88,0.77,1.572, ,3.65068528,20.20670177,99.9000999000999,34.436267027845865,2.1969948000343247,93.75151565220403
1170, ,1038,BD-19    21 ,272.0,48.0,3.660125,-18.93269444444444,4.44,7.0, ,Cet,HD   1038,00 14 38.43,-18 55 57.7,4.44,3.66013628,-18.93268628,6.62,-27.15,-73.78,0.82,1.64,P,3.66006652,-18.93286561,151.05740181268882,-48.91169587816955,-3.1287965741733044,142.88525214562566
1196, ,1061,BD+08    19 ,287.0,50.0,3.744916666666666,8.821027777777777,6.02,35.0, ,Psc,HD   1061,00 14 58.78,+08 49 15.7,6.02,3.7449237,8.8210228,12.47,97.67,-24.96,1.28,0.312, ,3.74516393,8.82096213,80.1924619085806,12.27113616600122,0.8031993800399477,79.24395898054634
1319, ,1227,BD+07    27 ,315.0,59.0,4.141916666666666,8.240194444444443,6.12,36.0, ,Psc,HD   1227,00 16 34.06,+08 14 24.7,6.12,4.14190528,8.24018997,7.38,-28.01,-14.69,0.92,0.919, ,4.14183649,8.24015427,135.50135501355012,19.36977255113837,1.4026867335380515,134.1024294774441
1366, ,1280,BD+37    34 ,334.0,63.0,4.273083333333333,38.68166666666666,4.61,24.0,the,And,HD   1280,00 17 05.54,+38 40 54.0,4.61,4.27306518,38.68167915,12.88,-50.01,-17.9,1.31,0.059, ,4.27290947,38.68163564,77.63975155279502,48.38940829434513,3.6155575794182235,60.60795269181109
1392, ,1317,BD+08    24 ,340.0,,4.352083333333333,8.876333333333331,6.66,38.0, ,Psc,HD   1317,00 17 24.50,+08 52 34.8,6.66,4.35209754,8.87633388,15.31,75.32,75.53,1.35,0.589,G,4.35228283,8.87651746,65.31678641410842,10.04946860858341,0.7648108424541675,64.53453209349719
1415, ,1337,BD+50    46 ,345.0,65.0,4.429458333333333,51.43308333333333,6.11,,AO,Cas,HD   1337,00 17 43.07,+51 25 59.1,6.11,4.42944015,51.43309422,0.57,-4.19,-1.62,0.69,-0.151, ,4.42942381,51.43309028,1754.3859649122808,1367.6232254241281,105.9402197591057,1093.7337413644564
1473, ,1404,BD+35    44 ,362.0,68.0,4.582125,36.78533333333333,4.51,25.0,sig,And,HD   1404,00 18 19.71,+36 47 07.2,4.51,4.58210555,36.7853273,23.11,-66.51,-42.48,0.68,0.054, ,4.5819037,36.78522405,43.27131112072696,25.828848654949635,2.0700298370773633,34.655330322189464
1501, ,1438,BD+42    48 ,376.0,70.0,4.675624999999999,43.79113888888888,6.1,26.0, ,And,HD   1438,00 18 42.15,+43 47 28.1,6.1,4.67562512,43.79114781,4.71,23.31,-2.72,0.78,-0.074, ,4.67570361,43.7911412,212.31422505307856,146.43918637310202,11.976775041959193,153.26268859010494
1562,M,1522,BD-09    48 ,388.0,74.0,4.856999999999999,-8.823833333333333,3.56,8.0,iot,Cet,HD   1522,00 19 25.68,-08 49 25.8,3.56,4.85701265,-8.82382948,11.26,-14.37,-37.84,0.73,1.214, ,4.8569773,-8.82392145,88.80994671403198,-13.574251041541316,-1.153462247179804,87.758850658237
1595, ,1563,BD+15    47 ,398.0,,4.9845,16.250888888888888,6.6,40.0, ,Psc,HD   1563,00 19 56.28,+16 15 03.2,6.6,4.98451465,16.25090005,5.9,-12.91,-11.94,0.79,0.979, ,4.98448197,16.25087103,169.4915254237288,47.25179756249713,4.121116237810338,162.71957847330404
1599, ,1581,CP-65    13 ,401.0,77.0,5.007958333333333,-64.87761111111111,4.23,,zet,Tuc,HD   1581,00 20 01.91,-64 52 39.4,4.23,5.00797581,-64.8776232,116.38,1707.56,1165.36,0.64,0.576, ,5.01775052,-64.87479041,8.592541673827117,-7.750014338872149,-0.6791231197614357,3.647991495595529
1645, ,1635,BD+07    36 ,413.0,80.0,5.149416666666666,8.190249999999999,5.38,41.0,d,Psc,HD   1635,00 20 35.86,+08 11 24.9,5.38,5.14943435,8.19024803,8.26,-4.5,9.59,0.81,1.343, ,5.1494233,8.19027134,121.06537530266344,17.177425520863363,1.5479787916080587,119.83056751643412
1647, ,1685,CP-70    12 ,420.0,83.0,5.162666666666666,-69.62491666666666,5.5,,pi.,Tuc,HD   1685,00 20 39.04,-69 37 29.7,5.5,5.16267858,-69.62491154,10.65,-4.01,-0.64,0.51,-0.046, ,5.16265059,-69.6249131,93.89671361502347,-87.66484007029835,-7.9205342450265315,32.69149400722007
1686, ,1671,BD+37    45 ,425.0,82.0,5.280124999999999,37.96869444444444,5.16,27.0,rho,And,HD   1671,00 21 07.23,+37 58 07.3,5.16,5.28010785,37.96869954,20.42,58.32,-39.65,0.73,0.442, ,5.28028766,37.96860317,48.97159647404505,30.00098947185371,2.772611556169957,38.60661234924682
1708, ,1737,CD-29    86 ,433.0,84.0,5.379916666666666,-28.98130555555555,5.18,,iot,Scl,HD   1737,00 21 31.18,-28 58 52.7,5.18,5.37990144,-28.98129509,10.5,32.77,-71.48,0.87,1.006, ,5.37999249,-28.98146883,95.23809523809523,-45.94188966858271,-4.326540270175676,83.31217562608012
1728, ,1760,BD-20    50 ,437.0,85.0,5.442625,-20.058,5.61,,T,Cet,HD   1760,00 21 46.23,-20 03 28.8,5.61,5.44264511,-20.05799253,4.21,62.63,-12.77,0.84,1.58,P,5.44280717,-20.05802357,237.52969121140143,-81.09857136998987,-7.726948467777303,223.12254524387868
1772, ,1796,BD+12    25 ,446.0,86.0,5.606041666666666,13.482444444444443,6.25,42.0, ,Psc,HD   1796,00 22 25.45,+13 28 56.8,6.25,5.6060221,13.48243411,5.98,63.78,22.35,0.95,1.225, ,5.60618151,13.48248843,167.22408026755852,38.801387437199594,3.808640169099407,162.61561922011524
1803, ,1835,BD-13    60 ,452.0,88.0,5.714791666666666,-12.209583333333333,6.39,9.0, ,Cet,HD   1835,00 22 51.55,-12 12 34.5,6.39,5.71480399,-12.20958506,49.05,394.27,60.45,0.91,0.659, ,5.71578446,-12.20943813,20.387359836901123,-4.290258064694737,-0.4293433348259642,19.92620864987746
1960, ,2011,BD+61    69 ,481.0,93.0,6.197874999999999,61.83105555555554,5.38,12.0, ,Cas,HD   2011,00 24 47.49,+61 49 51.8,5.38,6.19786908,61.83106347,4.27,13.67,-2.45,0.54,0.008, ,6.19793946,61.83105752,234.19203747072604,205.24747373205435,22.28930886949458,110.55574002022634
2006, ,2114,BD+01    57 ,496.0,97.0,6.350916666666666,1.939722222222222,5.77,44.0, ,Psc,HD   2114,00 25 24.22,+01 56 23.0,5.77,6.35090309,1.93972374,5.5,-14.33,-12.89,1.03,0.855, ,6.35086824,1.93969241,181.81818181818184,6.1164270384043915,0.6807620675020238,181.71399814808092
2021, ,2151,CP-77    16 ,503.0,98.0,6.413333333333332,-77.25502777777777,2.82,,bet,Hyi,HD   2151,00 25 39.20,-77 15 18.1,2.82,6.41334183,-77.25503511,133.78,2220.12,324.37,0.51,0.618, ,6.43780017,-77.25424559,7.474958887726117,-7.2451623804128795,-0.8143824550057654,1.6490644837678199
2025, ,2140,BD+06    43 ,502.0,,6.4245416666666655,7.691222222222221,6.77,45.0, ,Psc,HD   2140,00 25 41.89,+07 41 28.4,6.77,6.42453618,7.69123126,3.33,39.17,-45.05,0.84,1.3, ,6.42463225,7.69112176,300.3003003003003,39.93810669682474,4.49709930652262,297.59871318900366
2072, ,2262,CD-44   101 ,516.0,100.0,6.550499999999999,-43.67991666666666,3.93,,kap,Phe,HD   2262,00 26 12.12,-43 40 47.7,3.93,6.55048418,-43.67990933,42.51,106.14,32.83,0.69,0.175, ,6.55084089,-43.67982953,23.52387673488591,-16.140209749509744,-1.8533565771617293,17.012685716189214
2081,M,2261,CD-42   116 ,519.0,99.0,6.570291666666666,-42.3051111111111,2.4,,alf,Phe,HD   2261,00 26 16.87,-42 18 18.4,2.4,6.57028075,-42.30512197,42.14,232.76,-353.64,0.78,1.083, ,6.57104571,-42.30598151,23.730422401518744,-15.867533555772553,-1.8275991807741403,17.550333542282562
2100, ,2273,BD-00    63 ,523.0,101.0,6.655708333333332,-0.0495277777777777,6.16,10.0, ,Cet,HD   2273,00 26 37.37,-00 02 58.3,6.16,6.65572204,-0.04953631,6.71,69.63,1.49,1.23,0.893, ,6.65589128,-0.04953269,149.03129657228018,-0.12795781618203028,-0.014931316850801367,149.0312408921968
2210, ,2429,CD-33   152 ,544.0,105.0,6.982124999999999,-33.00705555555555,4.86,,eta,Scl,HD   2429,00 27 55.71,-33 00 25.4,4.86,6.98213606,-33.0070446,5.95,-20.48,-50.39,0.72,1.634,P,6.9820767,-33.00716708,168.0672268907563,-90.87438076247746,-11.129193851486011,140.94176357631287
2213, ,2410,BD+18    51 ,542.0,,6.993666666666666,19.51408333333333,6.4,46.0, ,Psc,HD   2410,00 27 58.48,+19 30 50.7,6.4,6.99366564,19.51408099,6.12,-22.3,-17.33,0.79,0.99, ,6.99360814,19.51403887,163.3986928104575,54.17535556859591,6.645818636763251,154.01297593329502
2219,M,2411,BD+17    55 ,543.0,103.0,7.011833333333333,17.89308333333333,5.01,47.0,TV,Psc,HD   2411,00 28 02.84,+17 53 35.1,5.01,7.01185234,17.89307501,6.65,114.91,20.48,0.78,1.584, ,7.01214583,17.89312479,150.37593984962405,45.85622065644681,5.640049656898184,143.1024812944651
2224, ,2436,BD+15    63 ,548.0,106.0,7.052874999999999,16.44511111111111,6.05,48.0, ,Psc,HD   2436,00 28 12.69,+16 26 42.4,6.05,7.05288647,16.44510093,2.93,18.37,-14.57,0.72,1.58, ,7.05293302,16.44506552,341.296928327645,95.88892658796046,11.863514446526947,327.33494171669395
2353, ,2637,BD-04    54 ,584.0,117.0,7.509791666666666,-3.957305555555555,5.72,12.0, ,Cet,HD   2637,00 30 02.35,-03 57 26.3,5.72,7.50980355,-3.95729662,3.82,8.61,-14.51,0.92,1.545, ,7.50982453,-3.95733189,261.78010471204186,-17.91129681022077,-2.3611810680359486,261.15595626672524
2355, ,2628,BD+28    75 ,583.0,114.0,7.530583333333332,29.75169444444444,5.2,28.0, ,And,HD   2628,00 30 07.34,+29 45 06.1,5.2,7.53056566,29.75169567,17.62,43.56,-57.18,0.86,0.271, ,7.53068761,29.75155669,56.75368898978434,27.920664825078976,3.69098812708212,49.27265262110925
2472, ,2834,CD-49   115 ,619.0,125.0,7.853583333333332,-48.80355555555555,4.76,,lam01,Phe,HD   2834,00 31 24.86,-48 48 12.8,4.76,7.85356695,-48.80356171,18.97,140.74,19.47,0.64,0.018, ,7.85408632,-48.80351439,52.71481286241435,-39.29352203885061,-5.41998485446965,34.720230199107924
2474, ,2729,BD+65    67 ,609.0,121.0,7.854999999999999,66.51963888888888,6.18,13.0, ,Cas,HD   2729,00 31 25.20,+66 31 10.7,6.18,7.85500767,66.51962673,4.55,19.38,-3.87,0.58,-0.1, ,7.85512589,66.51961732,219.78021978021977,199.6902720988399,27.549476239549644,87.56806835062355
2484,X,2884,CP-63    50A,625.0,126.0,7.8856666666666655,-62.95808333333333,4.36,,bet01,Tuc,HD   2884,00 31 32.56,-62 57 29.1,4.36,7.88566992,-62.95808549,23.35,82.48,-54.37,0.52,-0.064, ,7.88611087,-62.95821764,42.82655246252676,-37.78380192267155,-5.233301971484341,19.470759065047687
2487,X,2885,CP-63    50C,626.0,127.0,7.8889999999999985,-62.96544444444444,4.53,,bet02,Tuc,HD   2885,00 31 33.36,-62 57 55.6,4.53,7.88898014,-62.96544985,18.95,87.95,-45.79,4.35,0.147, ,7.88945045,-62.96556114,52.77044854881267,-46.559499450641546,-6.451553785505288,23.985635382481064
2505, ,2772,BD+53    82 ,618.0,123.0,7.942999999999999,54.52233333333333,4.74,14.0,lam,Cas,HD   2772,00 31 46.32,+54 31 20.4,4.74,7.94299136,54.52232473,9.2,40.78,-14.81,1.06,-0.098, ,7.94316214,54.52228873,108.69565217391305,87.66620007075339,12.231757078265593,63.085388842783765
2548, ,2913,BD+06    64 ,636.0,132.0,8.098958333333332,6.955444444444444,5.69,51.0, ,Psc,HD   2913,00 32 23.75,+06 57 19.6,5.69,8.09897908,6.95545461,12.36,45.91,3.54,0.8,-0.014,D,8.09909149,6.95546321,80.90614886731392,9.699810871318448,1.3803075982783344,80.31072994646948
2568, ,2910,BD+19    79 ,641.0,131.0,8.147499999999999,20.29444444444444,5.38,52.0, ,Psc,HD   2910,00 32 35.40,+20 17 40.0,5.38,8.14750345,20.29443334,12.69,136.81,-48.1,0.72,1.069, ,8.14785798,20.29431643,78.80220646178093,27.056251746077013,3.873562376711456,73.91036800890507
2578, ,3003,CP-63    52 ,651.0,136.0,8.182458333333333,-63.03138888888888,5.07,,bet03,Tuc,HD   3003,00 32 43.79,-63 01 53.0,5.07,8.18247614,-63.03137868,21.52,86.15,-49.85,0.49,0.038, ,8.18293786,-63.03149984,46.468401486988846,-40.99358714244277,-5.89445550409158,21.07352709589029
2599, ,2905,BD+62   102 ,645.0,130.0,8.249958333333332,62.93177777777777,4.17,15.0,kap,Cas,HD   2905,00 32 59.99,+62 55 54.4,4.17,8.24994391,62.93178781,0.79,3.99,-2.1,0.52,0.13, ,8.24996522,62.93178271,1265.8227848101264,1115.5067554891714,161.73995370865075,576.0140522390141
2629, ,3112,CP-71    20 ,667.0,139.0,8.346791666666666,-71.26622222222221,6.11,,the,Tuc,HD   3112,00 33 23.23,-71 15 58.4,6.11,8.34677242,-71.26621472,6.65,73.49,-13.04,0.52,0.265,P,8.34732858,-71.26624641,150.37593984962405,-140.90072847882547,-20.67272547450974,48.29644315319297
2707, ,3038,BD+65    70 ,671.0,137.0,8.603708333333332,66.7503611111111,6.47,16.0, ,Cas,HD   3038,00 34 24.89,+66 45 01.3,6.47,8.60369264,66.75035211,5.77,23.84,-0.28,0.61,-0.049, ,8.60383943,66.75035143,173.3102253032929,157.44440858146712,23.821651476881,68.41214308895897
2762, ,3196,BD-04    62 ,696.0,142.0,8.810999999999998,-3.59275,5.2,13.0, ,Cet,HD   3196,00 35 14.64,-03 35 33.9,5.2,8.8110039,-3.59275785,47.51,407.68,-36.47,1.15,0.567, ,8.81199674,-3.59284649,21.04820037886761,-1.3034041516203423,-0.20203386365888842,21.006833629189252
2787, ,3229,BD-01    68 ,701.0,143.0,8.886458333333332,-0.5054722222222221,5.94,14.0, ,Cet,HD   3229,00 35 32.75,-00 30 19.7,5.94,8.88645754,-0.50545908,17.97,143.36,-61.94,0.74,0.444, ,8.886806,-0.50560963,55.648302726766836,-0.4850386147311964,-0.07583757601224943,55.646137175676174
2802, ,3302,CD-48   121 ,706.0,147.0,8.921375,-48.00066666666666,5.51,,lam02,Phe,HD   3302,00 35 41.13,-48 00 02.4,5.51,8.92139531,-48.00066027,27.61,47.14,-101.4,0.77,0.461, ,8.92156654,-48.00090673,36.218761318362915,-26.590438622635126,-4.174115359237503,24.234768541502383
2903, ,3379,BD+14    76 ,728.0,155.0,9.197124999999998,15.231749999999998,5.89,53.0, ,Psc,HD   3379,00 36 47.31,+15 13 54.3,5.89,9.19713232,15.23175994,3.81,0.91,-14.18,0.71,-0.146, ,9.19713461,15.23172547,262.4671916010499,68.0699190066815,11.021415961047385,253.24699639596835
2912, ,3369,BD+32   101 ,729.0,154.0,9.220166666666666,33.719361111111105,4.34,29.0,pi.,And,HD   3369,00 36 52.84,+33 43 09.7,4.34,9.22016239,33.71935227,4.97,15.23,-3.56,0.82,-0.123, ,9.22020689,33.71934362,201.2072434607646,110.25216597339943,17.896780597433597,167.3574616307881
2920, ,3360,BD+53   105 ,727.0,153.0,9.242791666666664,53.89694444444444,3.69,17.0,zet,Cas,HD   3360,00 36 58.27,+53 53 49.0,3.69,9.24277921,53.89693161,5.46,17.77,-9.15,0.61,-0.196, ,9.24285251,53.89690937,183.15018315018315,146.05648323727155,23.767946549482406,107.91931249376633
2994, ,3512,BD-01    75 ,752.0,,9.519041666666665,-0.5035,6.64,15.0, ,Cet,HD   3512,00 38 04.57,-00 30 12.6,6.64,9.51902891,-0.50350326,4.46,-41.51,-10.66,0.8,1.301, ,9.51892801,-0.50352917,224.21524663677133,-1.9431884004314786,-0.32584213727374567,224.20658926563732
3031, ,3546,BD+28   103 ,759.0,163.0,9.639583333333333,29.312361111111105,4.34,30.0,eps,And,HD   3546,00 38 33.50,+29 18 44.5,4.34,9.63958024,29.312369,19.34,-229.41,-254.08,0.76,0.871, ,9.63894077,29.31175144,51.70630816959669,24.95647019912093,4.238807701575625,45.08602232398366
3092, ,3627,BD+30    91 ,774.0,165.0,9.831666666666663,30.861222222222217,3.27,31.0,del,And,HD   3627,00 39 19.60,+30 51 40.4,3.27,9.83165567,30.86122579,32.19,115.38,-83.05,0.68,1.268, ,9.83198236,30.86102393,31.06554830692762,15.701363569771175,2.7210341309517685,26.667047960321963
3093, ,3651,BD+20    85 ,778.0,166.0,9.842041666666663,21.25136111111111,5.88,54.0, ,Psc,HD   3651,00 39 22.09,+21 15 04.9,5.88,9.84206107,21.2513739,90.03,-461.07,-370.88,0.72,0.85, ,9.84085866,21.25047245,11.107408641563923,3.966741729591667,0.6881731503495506,10.352096623222902
3138, ,3690,BD+20    87 ,784.0,167.0,9.981458333333332,21.438555555555556,5.36,55.0, ,Psc,HD   3690,00 39 55.55,+21 26 18.8,5.36,9.98147468,21.4385644,7.94,28.46,-28.51,0.79,1.16, ,9.981549,21.4384951,125.94458438287153,45.336389705836446,7.978901971529632,117.23048761795498
3179,M,3712,BD+55   139 ,792.0,168.0,10.126625,56.53741666666666,2.24,18.0,alf,Cas,HD   3712,00 40 30.39,+56 32 14.7,2.24,10.12661349,56.53740928,14.27,50.36,-32.17,0.57,1.17, ,10.12683548,56.53733109,70.0770847932726,57.550795307513404,10.278952349495604,38.63996520693322
